divisie,team1,team2,datum,scheidsrechter,stadion,bezoekersaantal,uitslag,overtredingen
Promotieklasse,HC Beetsterzwaag,Hoedekenskerke HC,25/12/2024,van Arkel,Hoornaar Arena,7421,8-7,11
Promotieklasse,HC Beetsterzwaag,Dirkshorn UHC,20/12/2024,Ramaker,Putten Stadium,29034,6-6,3
Promotieklasse,HC Beetsterzwaag,Nijeveen UHC,08/12/2024,van Arkel,Doenrade Arena,24798,7-4,2
Promotieklasse,HC Beetsterzwaag,Chaam UHC,15/12/2024,Louws,Dinxperlo Stadium,14024,1-0,1
Promotieklasse,HC Hilversum,UHC Appeltern,09/12/2024,Broekhoven,Putten Stadium,6873,0-5,3
Promotieklasse,HC Hilversum,HC Oranje-Rood,23/12/2024,Broekhoven,Noordwijkerhout Park,5849,6-6,5
Promotieklasse,HC Hilversum,UHC Moorveld,13/12/2024,van der Ploeg,Borssele Olympic Stadium,6931,1-2,6
Promotieklasse,HC Hilversum,Reading Hockey Club,16/12/2024,Ramaker,Putten Stadium,7848,6-6,0
Promotieklasse,HC Hilversum,UHC Akersloot,17/12/2024,Broeshart,Dinxperlo Stadium,24659,6-4,94
Promotieklasse,HC Hilversum,HC De Meern,25/12/2024,van der Ploeg,Eexterveen Olympic Stadium,23483,4-3,6
Promotieklasse,HC Hilversum,Waterloo Ducks,20/12/2024,van der Ploeg,Ressen Stadium,26320,6-8,3
Promotieklasse,HC Hilversum,UHC Stiens,18/12/2024,Broeshart,Zwaag Olympic Stadium,20576,6-6,3
Promotieklasse,HC Hilversum,Amsterdamsche Hockey & Bandey Club,06/12/2024,Smits,Soesterberg Park,11238,2-8,3
Promotieklasse,HC Hilversum,UHC Woerdense Verlaat,30/12/2024,Recers,Anerveen Olympic Stadium,9701,0-6,0
Promotieklasse,HC Hilversum,Kampong,16/12/2024,Louws,Borssele Olympic Stadium,2955,0-3,9
Promotieklasse,HC Hilversum,HC Beetsterzwaag,06/12/2024,Broekhoven,Anerveen Olympic Stadium,12533,2-0,7
Promotieklasse,HC Hilversum,Harvestehuder THC,09/12/2024,Ramaker,Zwijndrecht Park,5791,0-0,1
Promotieklasse,HC Hilversum,HC Frederiksoord,27/12/2024,Louws,Maasbracht Olympic Stadium,29758,3-7,5
Promotieklasse,HC Hilversum,Bunschoten-Spakenburg HC,16/12/2024,Broeshart,Borssele Olympic Stadium,4494,5-3,10
Promotieklasse,HC Hilversum,Hoedekenskerke HC,24/12/2024,van der Ploeg,Kamerik Stadion,4859,0-2,0
Promotieklasse,HC Hilversum,Dirkshorn UHC,29/12/2024,Louws,Eexterveen Olympic Stadium,1934,3-4,0
Promotieklasse,HC Hilversum,Nijeveen UHC,01/12/2024,van Arkel,Hoofdplaat Stadium,28806,0-3,10
Promotieklasse,HC Hilversum,Chaam UHC,07/12/2024,Louws,Eexterveen Olympic Stadium,28073,3-6,3
Promotieklasse,Harvestehuder THC,UHC Appeltern,01/12/2024,Ramaker,Soesterberg Park,5424,7-2,1
Promotieklasse,Harvestehuder THC,HC Oranje-Rood,15/12/2024,Broeshart,Anerveen Olympic Stadium,20102,7-4,21
Promotieklasse,Harvestehuder THC,UHC Moorveld,09/12/2024,van der Ploeg,Zwaag Olympic Stadium,17509,6-8,0
Promotieklasse,Harvestehuder THC,Reading Hockey Club,20/12/2024,van der Ploeg,Rotterdam Park,1413,4-4,10
Promotieklasse,Harvestehuder THC,UHC Akersloot,23/12/2024,Broekhoven,Doenrade Arena,1994,8-7,9
Promotieklasse,Harvestehuder THC,HC De Meern,21/12/2024,Ouwel,Hoornaar Arena,11262,8-4,1
Promotieklasse,Harvestehuder THC,Waterloo Ducks,01/12/2024,Broeshart,Macharen Olympic Stadium,12839,0-4,1
Promotieklasse,Harvestehuder THC,UHC Stiens,15/12/2024,Broeshart,Putten Stadium,7396,2-5,0
Promotieklasse,Harvestehuder THC,Amsterdamsche Hockey & Bandey Club,16/12/2024,Ouwel,Baexem Olympic Stadium,1923,3-1,0
Promotieklasse,Harvestehuder THC,UHC Woerdense Verlaat,05/12/2024,Amalrada,Doenrade Arena,17513,3-6,100
Promotieklasse,Harvestehuder THC,Kampong,17/12/2024,Smits,Ressen Stadium,18149,1-0,1
Promotieklasse,Harvestehuder THC,HC Beetsterzwaag,19/12/2024,Ouwel,Macharen Olympic Stadium,9271,3-7,1
Promotieklasse,Harvestehuder THC,HC Hilversum,09/12/2024,Amalrada,'t Veld Arena,3895,4-0,1
Promotieklasse,Harvestehuder THC,HC Frederiksoord,30/12/2024,Ramaker,Zwijndrecht Park,21490,1-1,4
Promotieklasse,Harvestehuder THC,Bunschoten-Spakenburg HC,04/12/2024,Recers,Putten Stadium,24017,5-4,1
Promotieklasse,Harvestehuder THC,Hoedekenskerke HC,21/12/2024,Recers,Kamerik Stadion,26185,0-1,6
Promotieklasse,Harvestehuder THC,Dirkshorn UHC,15/12/2024,Louws,Maasbracht Olympic Stadium,28354,7-6,4
Promotieklasse,Harvestehuder THC,Nijeveen UHC,13/12/2024,van Arkel,Maasbracht Olympic Stadium,27453,8-8,3
Promotieklasse,Harvestehuder THC,Chaam UHC,21/12/2024,Recers,Dinxperlo Stadium,23077,8-6,10
Promotieklasse,HC Frederiksoord,UHC Appeltern,02/12/2024,Recers,Baexem Olympic Stadium,5018,5-7,2
Promotieklasse,HC Frederiksoord,HC Oranje-Rood,13/12/2024,Amalrada,Noordwijkerhout Park,21964,5-1,1
Promotieklasse,HC Frederiksoord,UHC Moorveld,06/12/2024,Louws,Ferwoude Park,26964,7-6,6
Promotieklasse,HC Frederiksoord,Reading Hockey Club,01/12/2024,Ramaker,Baexem Olympic Stadium,21108,3-5,2
Promotieklasse,HC Frederiksoord,UHC Akersloot,27/12/2024,Ramaker,Noordwijkerhout Park,9767,8-8,3
Promotieklasse,HC Frederiksoord,HC De Meern,23/12/2024,van der Ploeg,Ferwoude Park,8429,0-2,7
Promotieklasse,HC Frederiksoord,Waterloo Ducks,22/12/2024,Recers,Zwaag Olympic Stadium,12112,2-8,81
Promotieklasse,HC Frederiksoord,UHC Stiens,12/12/2024,Broekhoven,Borssele Olympic Stadium,27958,7-2,2
Promotieklasse,HC Frederiksoord,Amsterdamsche Hockey & Bandey Club,20/12/2024,van Arkel,'t Veld Arena,14421,8-4,0
Promotieklasse,HC Frederiksoord,UHC Woerdense Verlaat,24/12/2024,Broeshart,Rotterdam Park,23296,8-6,4
Promotieklasse,HC Frederiksoord,Kampong,25/12/2024,Broekhoven,Rotterdam Park,11026,8-2,1
Promotieklasse,HC Frederiksoord,HC Beetsterzwaag,16/12/2024,Ouwel,Doenrade Arena,22908,2-5,7
Promotieklasse,HC Frederiksoord,HC Hilversum,09/12/2024,Smits,Hoornaar Arena,24485,6-4,6
Promotieklasse,HC Frederiksoord,Harvestehuder THC,08/12/2024,van der Ploeg,Soesterberg Park,26145,4-3,3
Promotieklasse,HC Frederiksoord,Bunschoten-Spakenburg HC,17/12/2024,Recers,Rotterdam Park,24073,5-2,55
Promotieklasse,HC Frederiksoord,Hoedekenskerke HC,13/12/2024,van der Ploeg,Zwijndrecht Park,9083,3-1,9
Promotieklasse,HC Frederiksoord,Dirkshorn UHC,29/12/2024,Ramaker,Borssele Olympic Stadium,6402,4-6,1
Promotieklasse,HC Frederiksoord,Nijeveen UHC,07/12/2024,Ouwel,Hoofdplaat Stadium,20733,5-2,3
Promotieklasse,HC Frederiksoord,Chaam UHC,19/12/2024,Smits,Zwijndrecht Park,8000,7-1,5
Promotieklasse,Bunschoten-Spakenburg HC,UHC Appeltern,22/12/2024,Broeshart,Hoofdplaat Stadium,5596,5-0,1
Promotieklasse,Bunschoten-Spakenburg HC,HC Oranje-Rood,02/12/2024,van Arkel,'t Veld Arena,9008,0-5,7
Promotieklasse,Bunschoten-Spakenburg HC,UHC Moorveld,19/12/2024,Louws,Dinxperlo Stadium,19338,1-8,4
Promotieklasse,Bunschoten-Spakenburg HC,Reading Hockey Club,05/12/2024,van Arkel,Baexem Olympic Stadium,17126,3-3,0
Promotieklasse,Bunschoten-Spakenburg HC,UHC Akersloot,04/12/2024,Louws,Eexterveen Olympic Stadium,1968,5-2,0
Promotieklasse,Bunschoten-Spakenburg HC,HC De Meern,30/12/2024,Recers,Dinxperlo Stadium,15745,8-2,8
Promotieklasse,Bunschoten-Spakenburg HC,Waterloo Ducks,23/12/2024,Ramaker,Maasbracht Olympic Stadium,26956,3-8,0
Promotieklasse,Bunschoten-Spakenburg HC,UHC Stiens,20/12/2024,Amalrada,Putten Stadium,11088,8-1,10
Promotieklasse,Bunschoten-Spakenburg HC,Amsterdamsche Hockey & Bandey Club,06/12/2024,Amalrada,Borssele Olympic Stadium,28233,7-5,0
Promotieklasse,Bunschoten-Spakenburg HC,UHC Woerdense Verlaat,01/12/2024,Ouwel,Noordwijkerhout Park,12973,7-0,3
Promotieklasse,Bunschoten-Spakenburg HC,Kampong,22/12/2024,Broekhoven,Putten Stadium,14069,0-2,1
Promotieklasse,Bunschoten-Spakenburg HC,HC Beetsterzwaag,06/12/2024,Ramaker,Maasbracht Olympic Stadium,18486,6-2,45
Promotieklasse,Bunschoten-Spakenburg HC,HC Hilversum,10/12/2024,Recers,Zwijndrecht Park,7469,6-7,3
Promotieklasse,Bunschoten-Spakenburg HC,Harvestehuder THC,07/12/2024,van der Ploeg,Anerveen Olympic Stadium,19811,5-8,8
Promotieklasse,Bunschoten-Spakenburg HC,HC Frederiksoord,15/12/2024,Louws,Kamerik Stadion,6257,2-3,6
Promotieklasse,Bunschoten-Spakenburg HC,Hoedekenskerke HC,20/12/2024,Broeshart,Zwaag Olympic Stadium,12774,3-8,2
Promotieklasse,Bunschoten-Spakenburg HC,Dirkshorn UHC,05/12/2024,Smits,Zwijndrecht Park,4185,3-6,1
Promotieklasse,Bunschoten-Spakenburg HC,Nijeveen UHC,09/12/2024,Ouwel,Putten Stadium,28123,4-0,8
Promotieklasse,Bunschoten-Spakenburg HC,Chaam UHC,20/12/2024,Broeshart,Eexterveen Olympic Stadium,21614,0-6,2
Promotieklasse,Hoedekenskerke HC,UHC Appeltern,06/12/2024,Amalrada,Soesterberg Park,16024,3-4,72
Promotieklasse,Hoedekenskerke HC,HC Oranje-Rood,07/12/2024,Broeshart,Zwaag Olympic Stadium,2930,3-8,8
Promotieklasse,Hoedekenskerke HC,UHC Moorveld,03/12/2024,Ouwel,Doenrade Arena,11182,7-5,2
Promotieklasse,Hoedekenskerke HC,Reading Hockey Club,28/12/2024,Broekhoven,Zwaag Olympic Stadium,22948,7-7,3
Promotieklasse,Hoedekenskerke HC,UHC Akersloot,05/12/2024,Amalrada,Putten Stadium,16228,5-6,7
Promotieklasse,Hoedekenskerke HC,HC De Meern,18/12/2024,Recers,Borssele Olympic Stadium,21552,3-8,0
Promotieklasse,Hoedekenskerke HC,Waterloo Ducks,06/12/2024,Louws,Dinxperlo Stadium,22419,1-6,10
Promotieklasse,Hoedekenskerke HC,UHC Stiens,22/12/2024,Broeshart,Ressen Stadium,14392,2-1,8
Promotieklasse,Hoedekenskerke HC,Amsterdamsche Hockey & Bandey Club,21/12/2024,van der Ploeg,Ressen Stadium,20396,2-5,1
Promotieklasse,Hoedekenskerke HC,UHC Woerdense Verlaat,14/12/2024,Recers,Soesterberg Park,1343,1-5,3
Promotieklasse,Hoedekenskerke HC,Kampong,04/12/2024,Broeshart,Ressen Stadium,1128,4-3,8
Promotieklasse,Hoedekenskerke HC,HC Beetsterzwaag,16/12/2024,Recers,Hoornaar Arena,5715,6-1,0
Promotieklasse,Hoedekenskerke HC,HC Hilversum,07/12/2024,Broeshart,Baexem Olympic Stadium,28908,2-7,4
Promotieklasse,Hoedekenskerke HC,Harvestehuder THC,24/12/2024,van Arkel,'t Veld Arena,29999,4-1,7
Promotieklasse,Hoedekenskerke HC,HC Frederiksoord,21/12/2024,Smits,Putten Stadium,14726,8-4,3
Promotieklasse,Hoedekenskerke HC,Bunschoten-Spakenburg HC,01/12/2024,Recers,Ressen Stadium,16483,6-2,2
Promotieklasse,Hoedekenskerke HC,Dirkshorn UHC,16/12/2024,Broekhoven,Zwaag Olympic Stadium,23539,1-7,77
Promotieklasse,Hoedekenskerke HC,Nijeveen UHC,06/12/2024,Ramaker,'t Veld Arena,26993,7-5,2
Promotieklasse,Hoedekenskerke HC,Chaam UHC,14/12/2024,van Arkel,Rotterdam Park,344,8-0,9
Promotieklasse,Dirkshorn UHC,UHC Appeltern,12/12/2024,Recers,Maasbracht Olympic Stadium,2526,5-8,4
Promotieklasse,Dirkshorn UHC,HC Oranje-Rood,04/12/2024,van Arkel,Hoornaar Arena,24195,2-2,0
Promotieklasse,Dirkshorn UHC,UHC Moorveld,11/12/2024,Smits,Ferwoude Park,1833,5-3,0
Promotieklasse,Dirkshorn UHC,Reading Hockey Club,22/12/2024,Amalrada,Anerveen Olympic Stadium,5060,2-5,6
Promotieklasse,Dirkshorn UHC,UHC Akersloot,08/12/2024,Ramaker,Maasbracht Olympic Stadium,13881,0-4,1
Promotieklasse,Dirkshorn UHC,HC De Meern,08/12/2024,Smits,Ferwoude Park,26864,2-6,10
Promotieklasse,Dirkshorn UHC,Waterloo Ducks,20/12/2024,Broekhoven,Baexem Olympic Stadium,4937,5-5,7
Promotieklasse,Dirkshorn UHC,UHC Stiens,20/12/2024,Ouwel,Zwaag Olympic Stadium,3347,0-2,3
Promotieklasse,Dirkshorn UHC,Amsterdamsche Hockey & Bandey Club,05/12/2024,Amalrada,Ferwoude Park,9823,6-8,5
Promotieklasse,Dirkshorn UHC,UHC Woerdense Verlaat,26/12/2024,Ouwel,Noordwijkerhout Park,6544,8-7,6
Promotieklasse,Dirkshorn UHC,Kampong,01/12/2024,Ouwel,Borssele Olympic Stadium,15017,3-4,2
Promotieklasse,Dirkshorn UHC,HC Beetsterzwaag,03/12/2024,van Arkel,Doenrade Arena,21060,0-8,6
Promotieklasse,Dirkshorn UHC,HC Hilversum,05/12/2024,Smits,Maasbracht Olympic Stadium,15535,3-1,4
Promotieklasse,Dirkshorn UHC,Harvestehuder THC,22/12/2024,Recers,Rotterdam Park,11481,5-5,3
Promotieklasse,Dirkshorn UHC,HC Frederiksoord,10/12/2024,Ouwel,Doenrade Arena,11053,1-7,8
Promotieklasse,Dirkshorn UHC,Bunschoten-Spakenburg HC,17/12/2024,Broekhoven,Dinxperlo Stadium,1402,3-4,7
Promotieklasse,Dirkshorn UHC,Hoedekenskerke HC,01/12/2024,Ramaker,Ferwoude Park,21918,1-0,1
Promotieklasse,Dirkshorn UHC,Nijeveen UHC,15/12/2024,Broekhoven,Macharen Olympic Stadium,15405,1-1,9
Promotieklasse,Dirkshorn UHC,Chaam UHC,20/12/2024,Recers,Anerveen Olympic Stadium,21111,4-0,4
Promotieklasse,Nijeveen UHC,UHC Appeltern,05/12/2024,Broeshart,Eexterveen Olympic Stadium,25983,4-4,0
Promotieklasse,Nijeveen UHC,HC Oranje-Rood,16/12/2024,van Arkel,Borssele Olympic Stadium,21793,4-3,8
Promotieklasse,Nijeveen UHC,UHC Moorveld,03/12/2024,Broeshart,Dinxperlo Stadium,1090,8-2,40
Promotieklasse,Nijeveen UHC,Reading Hockey Club,17/12/2024,Ramaker,Hoofdplaat Stadium,18124,3-7,0
Promotieklasse,Nijeveen UHC,UHC Akersloot,13/12/2024,Smits,Zwijndrecht Park,3997,3-8,8
Promotieklasse,Nijeveen UHC,HC De Meern,12/12/2024,Broeshart,Ressen Stadium,15982,5-4,3
Promotieklasse,Nijeveen UHC,Waterloo Ducks,08/12/2024,Broeshart,Zwaag Olympic Stadium,20707,2-1,0
Promotieklasse,Nijeveen UHC,UHC Stiens,01/12/2024,Smits,Rotterdam Park,10826,1-3,7
Promotieklasse,Nijeveen UHC,Amsterdamsche Hockey & Bandey Club,27/12/2024,van Arkel,Maasbracht Olympic Stadium,6869,1-7,4
Promotieklasse,Nijeveen UHC,UHC Woerdense Verlaat,28/12/2024,Ouwel,Macharen Olympic Stadium,19603,4-5,3
Promotieklasse,Nijeveen UHC,Kampong,01/12/2024,Louws,Ferwoude Park,10924,2-5,87
Promotieklasse,Nijeveen UHC,HC Beetsterzwaag,02/12/2024,Smits,Ferwoude Park,596,3-2,10
Promotieklasse,Nijeveen UHC,HC Hilversum,02/12/2024,Amalrada,Doenrade Arena,25446,3-0,0
Promotieklasse,Nijeveen UHC,Harvestehuder THC,17/12/2024,Broekhoven,Ferwoude Park,27827,1-7,7
Promotieklasse,Nijeveen UHC,HC Frederiksoord,17/12/2024,van Arkel,Anerveen Olympic Stadium,7061,5-1,1
Promotieklasse,Nijeveen UHC,Bunschoten-Spakenburg HC,26/12/2024,van Arkel,Zwijndrecht Park,5546,3-2,0
Promotieklasse,Nijeveen UHC,Hoedekenskerke HC,08/12/2024,Broekhoven,Doenrade Arena,2436,5-7,10
Promotieklasse,Nijeveen UHC,Dirkshorn UHC,11/12/2024,Broekhoven,Ressen Stadium,18859,1-8,9
Promotieklasse,Nijeveen UHC,Chaam UHC,05/12/2024,Broeshart,Baexem Olympic Stadium,3625,3-5,2
Promotieklasse,Chaam UHC,UHC Appeltern,13/12/2024,van der Ploeg,Rotterdam Park,5681,2-7,0
Promotieklasse,Chaam UHC,HC Oranje-Rood,09/12/2024,Smits,Anerveen Olympic Stadium,28079,7-3,8
Promotieklasse,Chaam UHC,UHC Moorveld,25/12/2024,Smits,Ferwoude Park,8684,6-0,1
Promotieklasse,Chaam UHC,Reading Hockey Club,05/12/2024,Amalrada,Ressen Stadium,25609,5-5,5
Promotieklasse,Chaam UHC,UHC Akersloot,30/12/2024,Broekhoven,Ressen Stadium,16674,8-8,0
Promotieklasse,Chaam UHC,HC De Meern,28/12/2024,Ouwel,Hoornaar Arena,28776,7-5,3
Promotieklasse,Chaam UHC,Waterloo Ducks,23/12/2024,Louws,Soesterberg Park,18940,3-8,0
Promotieklasse,Chaam UHC,UHC Stiens,15/12/2024,Broekhoven,Eexterveen Olympic Stadium,23472,0-0,38
Promotieklasse,Chaam UHC,Amsterdamsche Hockey & Bandey Club,26/12/2024,van Arkel,Kamerik Stadion,12068,8-1,1
Promotieklasse,Chaam UHC,UHC Woerdense Verlaat,05/12/2024,van Arkel,Hoornaar Arena,22020,6-4,6
Promotieklasse,Chaam UHC,Kampong,30/12/2024,Broeshart,Maasbracht Olympic Stadium,2902,2-0,5
Promotieklasse,Chaam UHC,HC Beetsterzwaag,13/12/2024,van der Ploeg,Hoornaar Arena,18500,2-5,3
Promotieklasse,Chaam UHC,HC Hilversum,19/12/2024,Ramaker,Anerveen Olympic Stadium,19501,3-7,2
Promotieklasse,Chaam UHC,Harvestehuder THC,18/12/2024,Louws,Macharen Olympic Stadium,17398,2-1,0
Promotieklasse,Chaam UHC,HC Frederiksoord,09/12/2024,Broeshart,Kamerik Stadion,10240,2-2,2
Promotieklasse,Chaam UHC,Bunschoten-Spakenburg HC,18/12/2024,Ramaker,Borssele Olympic Stadium,17912,0-3,71
Promotieklasse,Chaam UHC,Hoedekenskerke HC,13/12/2024,Louws,Ressen Stadium,20145,5-0,8
Promotieklasse,Chaam UHC,Dirkshorn UHC,01/12/2024,Smits,Zwaag Olympic Stadium,23552,3-6,2
Promotieklasse,Chaam UHC,Nijeveen UHC,01/12/2024,van der Ploeg,Hoornaar Arena,554,1-4,5
