divisie,team1,team2,datum,scheidsrechter,stadion,bezoekersaantal,uitslag,overtredingen
Hoofdklasse,HC Gorinchem,HOC Gazellen-Combinatie,15/12/2024,Amalrada,Sweikhuizen Olympic Stadium,23866,0-1,9
Hoofdklasse,HC Gorinchem,Anevelde HC,09/12/2024,Geldens,Lageland Stadium,24611,1-8,1
Hoofdklasse,HC Gorinchem,Hoorn HC,04/12/2024,Geldens,Alteveer Olympic Stadium,29436,6-5,9
Hoofdklasse,HC Gorinchem,Harvestehuder THC,15/12/2024,van Dongen,Sweikhuizen Olympic Stadium,19737,8-2,3
Hoofdklasse,HC Gorinchem,HC Leersum,06/12/2024,Amalrada,Varsseveld Stadion,21018,7-3,2
Hoofdklasse,HC Gorinchem,Sint Kruis UHC,25/12/2024,Koret,Schardam Arena,14946,7-5,9
Hoofdklasse,HC Gorinchem,UHC Vaassen,26/12/2024,Mallien,Meeuwen Stadium,13766,6-3,75
Hoofdklasse,HC Gorinchem,UHC Rinsumageast,04/12/2024,Verbruggen,Angeren Stadion,6081,3-5,2
Hoofdklasse,HC Gorinchem,HC Holten,05/12/2024,van Dongen,Rekken Olympic Stadium,19956,6-1,6
Hoofdklasse,HC Gorinchem,UHC Hazerswoude-Dorp,21/12/2024,Verbruggen,Lageland Stadium,2086,3-7,2
Hoofdklasse,Hoorn HC,Krommenie UHC,26/12/2024,Stamrood,Anloo Park,13374,3-4,1
Hoofdklasse,Hoorn HC,Leutingewolde HC,15/12/2024,Amalrada,Terband Park,12277,7-4,0
Hoofdklasse,Hoorn HC,Waterloo Ducks,18/12/2024,Geldens,Gelselaar Park,3000,0-0,7
Hoofdklasse,Hoorn HC,Middelstum HC,27/12/2024,Wooning,Wijdenes Park,3610,0-4,0
Hoofdklasse,Hoorn HC,Amsterdamsche Hockey & Bandey Club,05/12/2024,Koret,Buitenkaag Stadion,11016,0-5,97
Hoofdklasse,Hoorn HC,HC Sint-Michielsgestel,08/12/2024,Wooning,Hertme Olympic Stadium,9309,3-7,6
Hoofdklasse,Hoorn HC,Sint-Michielsgestel HC,15/12/2024,Geldens,Meeuwen Stadium,13962,3-7,1
Hoofdklasse,Hoorn HC,Kampong,21/12/2024,van Dongen,Mierlo Stadium,4260,2-2,6
Hoofdklasse,Hoorn HC,UHC Hamburg,19/12/2024,Verbruggen,Mierlo Stadium,23734,3-8,7
Hoofdklasse,Hoorn HC,HOC Gazellen-Combinatie,09/12/2024,Geldens,Haule Arena,15078,2-5,3
Hoofdklasse,Hoorn HC,Anevelde HC,23/12/2024,Geldens,Schardam Arena,18259,6-3,2
Hoofdklasse,Hoorn HC,HC Gorinchem,20/12/2024,Geldens,Sweikhuizen Olympic Stadium,332,5-4,2
Hoofdklasse,Hoorn HC,Harvestehuder THC,20/12/2024,Stamrood,Terband Park,28266,2-5,0
Hoofdklasse,Hoorn HC,HC Leersum,11/12/2024,Amalrada,Wijdenes Park,20118,1-5,4
Hoofdklasse,Hoorn HC,Sint Kruis UHC,17/12/2024,van Dongen,Varsseveld Stadion,18699,8-6,10
Hoofdklasse,Hoorn HC,UHC Vaassen,11/12/2024,Stamrood,Meeuwen Stadium,21127,6-6,0
Hoofdklasse,Hoorn HC,UHC Rinsumageast,01/12/2024,Mallien,Meeuwen Stadium,16907,8-8,0
Hoofdklasse,Hoorn HC,HC Holten,22/12/2024,van Dongen,Alteveer Olympic Stadium,4847,0-4,9
Hoofdklasse,Hoorn HC,UHC Hazerswoude-Dorp,24/12/2024,van Roijen,Meeuwen Stadium,27777,4-6,1
Hoofdklasse,Harvestehuder THC,Krommenie UHC,29/12/2024,Amalrada,Haule Arena,26887,2-8,2
Hoofdklasse,Harvestehuder THC,Leutingewolde HC,26/12/2024,van de Klashorst,Hoogblokland Olympic Stadium,2656,7-6,25
Hoofdklasse,Harvestehuder THC,Waterloo Ducks,21/12/2024,Stamrood,Mierlo Stadium,3222,0-4,3
Hoofdklasse,Harvestehuder THC,Middelstum HC,15/12/2024,Koret,Lageland Stadium,16773,6-3,8
Hoofdklasse,Harvestehuder THC,Amsterdamsche Hockey & Bandey Club,25/12/2024,van Dongen,Buitenkaag Stadion,15302,5-3,4
Hoofdklasse,Harvestehuder THC,HC Sint-Michielsgestel,20/12/2024,van Dongen,Helenaveen Stadion,4502,5-0,2
Hoofdklasse,Harvestehuder THC,Sint-Michielsgestel HC,07/12/2024,Koret,Mierlo Stadium,761,0-5,3
Hoofdklasse,Harvestehuder THC,Kampong,11/12/2024,Amalrada,Terband Park,23767,1-1,7
Hoofdklasse,Harvestehuder THC,UHC Hamburg,03/12/2024,Verbruggen,Hertme Olympic Stadium,19645,6-8,3
Hoofdklasse,Harvestehuder THC,HOC Gazellen-Combinatie,25/12/2024,Amalrada,Meeuwen Stadium,6649,7-5,32
Hoofdklasse,Harvestehuder THC,Anevelde HC,04/12/2024,Geldens,Mierlo Stadium,23249,2-6,0
Hoofdklasse,Harvestehuder THC,HC Gorinchem,04/12/2024,Amalrada,Terband Park,26485,7-7,0
Hoofdklasse,Harvestehuder THC,Hoorn HC,29/12/2024,Geldens,Sweikhuizen Olympic Stadium,3898,2-7,6
Hoofdklasse,Harvestehuder THC,HC Leersum,05/12/2024,Koret,Schardam Arena,28729,4-5,1
Hoofdklasse,Harvestehuder THC,Sint Kruis UHC,11/12/2024,van Dongen,Mierlo Stadium,4613,6-8,2
Hoofdklasse,Harvestehuder THC,UHC Vaassen,14/12/2024,Wooning,Varsseveld Stadion,4728,8-7,9
Hoofdklasse,Harvestehuder THC,UHC Rinsumageast,15/12/2024,Wooning,Lageland Stadium,22285,1-7,5
Hoofdklasse,Harvestehuder THC,HC Holten,21/12/2024,Wooning,Angeren Stadion,22884,1-8,1
Hoofdklasse,Harvestehuder THC,UHC Hazerswoude-Dorp,10/12/2024,van Dongen,Mierlo Stadium,10987,5-3,6
Hoofdklasse,HC Leersum,Krommenie UHC,21/12/2024,Koret,Varsseveld Stadion,964,6-6,4
Hoofdklasse,HC Leersum,Leutingewolde HC,06/12/2024,Wooning,Terband Park,16277,5-1,3
Hoofdklasse,HC Leersum,Waterloo Ducks,30/12/2024,Koret,Reeuwijk Olympic Stadium,4254,4-0,6
Hoofdklasse,HC Leersum,Middelstum HC,07/12/2024,Amalrada,Varsseveld Stadion,15689,3-2,10
Hoofdklasse,HC Leersum,Amsterdamsche Hockey & Bandey Club,12/12/2024,Mallien,Hertme Olympic Stadium,2403,8-4,1
Hoofdklasse,HC Leersum,HC Sint-Michielsgestel,28/12/2024,Stamrood,Sweikhuizen Olympic Stadium,5642,0-6,4
Hoofdklasse,HC Leersum,Sint-Michielsgestel HC,06/12/2024,Mallien,Hoogblokland Olympic Stadium,9431,4-8,45
Hoofdklasse,HC Leersum,Kampong,06/12/2024,Verbruggen,Anloo Park,19779,7-5,3
Hoofdklasse,HC Leersum,UHC Hamburg,30/12/2024,Wooning,Hertme Olympic Stadium,435,7-6,6
Hoofdklasse,HC Leersum,HOC Gazellen-Combinatie,20/12/2024,Stamrood,Meeuwen Stadium,13961,5-7,2
Hoofdklasse,HC Leersum,Anevelde HC,16/12/2024,van Roijen,Gelselaar Park,2389,4-1,3
Hoofdklasse,HC Leersum,HC Gorinchem,05/12/2024,Mallien,Reeuwijk Olympic Stadium,6369,8-5,3
Hoofdklasse,HC Leersum,Hoorn HC,10/12/2024,Koret,Wijdenes Park,3589,6-1,10
Hoofdklasse,HC Leersum,Harvestehuder THC,21/12/2024,Verbruggen,Lageland Stadium,1192,3-4,0
Hoofdklasse,HC Leersum,Sint Kruis UHC,27/12/2024,van de Klashorst,Sweikhuizen Olympic Stadium,20374,0-2,33
Hoofdklasse,HC Leersum,UHC Vaassen,07/12/2024,Stamrood,Rekken Olympic Stadium,2663,3-4,8
Hoofdklasse,HC Leersum,UHC Rinsumageast,01/12/2024,van Dongen,Terband Park,20115,3-1,2
Hoofdklasse,HC Leersum,HC Holten,27/12/2024,van Dongen,Putte Olympic Stadium,23699,5-1,1
Hoofdklasse,HC Leersum,UHC Hazerswoude-Dorp,16/12/2024,van de Klashorst,Putte Olympic Stadium,4864,5-3,4
Hoofdklasse,Sint Kruis UHC,Krommenie UHC,28/12/2024,Wooning,Angeren Stadion,2095,4-7,3
Hoofdklasse,Sint Kruis UHC,Leutingewolde HC,29/12/2024,Wooning,Lageland Stadium,9730,0-3,6
Hoofdklasse,Sint Kruis UHC,Waterloo Ducks,06/12/2024,van de Klashorst,Reeuwijk Olympic Stadium,702,3-0,6
Hoofdklasse,Sint Kruis UHC,Middelstum HC,17/12/2024,Wooning,Terband Park,15402,7-4,1
Hoofdklasse,Sint Kruis UHC,Amsterdamsche Hockey & Bandey Club,27/12/2024,Geldens,Alteveer Olympic Stadium,25206,6-8,2
Hoofdklasse,Sint Kruis UHC,HC Sint-Michielsgestel,04/12/2024,Wooning,Meeuwen Stadium,24553,5-8,0
Hoofdklasse,Sint Kruis UHC,Sint-Michielsgestel HC,05/12/2024,Amalrada,Meeuwen Stadium,20969,0-5,0
Hoofdklasse,Sint Kruis UHC,Kampong,05/12/2024,Verbruggen,Mierlo Stadium,10187,0-8,5
Hoofdklasse,Sint Kruis UHC,UHC Hamburg,20/12/2024,Mallien,Haule Arena,23389,4-5,3
Hoofdklasse,Sint Kruis UHC,HOC Gazellen-Combinatie,27/12/2024,Amalrada,Mierlo Stadium,21471,3-7,3
Hoofdklasse,Sint Kruis UHC,Anevelde HC,26/12/2024,Geldens,Schardam Arena,5346,3-8,8
Hoofdklasse,Sint Kruis UHC,HC Gorinchem,11/12/2024,van de Klashorst,Rekken Olympic Stadium,10026,5-4,100
Hoofdklasse,Sint Kruis UHC,Hoorn HC,24/12/2024,Geldens,Anloo Park,7883,0-4,2
Hoofdklasse,Sint Kruis UHC,Harvestehuder THC,23/12/2024,van de Klashorst,Hertme Olympic Stadium,7930,4-0,3
Hoofdklasse,Sint Kruis UHC,HC Leersum,04/12/2024,Mallien,Anloo Park,6548,3-2,3
Hoofdklasse,Sint Kruis UHC,UHC Vaassen,20/12/2024,Koret,Helenaveen Stadion,22587,2-7,1
Hoofdklasse,Sint Kruis UHC,UHC Rinsumageast,06/12/2024,Geldens,Sweikhuizen Olympic Stadium,9267,6-5,8
Hoofdklasse,Sint Kruis UHC,HC Holten,07/12/2024,Koret,Schardam Arena,13305,0-0,9
Hoofdklasse,Sint Kruis UHC,UHC Hazerswoude-Dorp,02/12/2024,van Dongen,Reeuwijk Olympic Stadium,1647,2-5,2
Hoofdklasse,UHC Vaassen,Krommenie UHC,12/12/2024,van de Klashorst,Rekken Olympic Stadium,15524,3-3,67
Hoofdklasse,UHC Vaassen,Leutingewolde HC,24/12/2024,Amalrada,Reeuwijk Olympic Stadium,29076,4-6,9
Hoofdklasse,UHC Vaassen,Waterloo Ducks,15/12/2024,Koret,Angeren Stadion,28331,2-4,2
Hoofdklasse,UHC Vaassen,Middelstum HC,29/12/2024,Wooning,Hoogblokland Olympic Stadium,18243,0-6,3
Hoofdklasse,UHC Vaassen,Amsterdamsche Hockey & Bandey Club,03/12/2024,van Dongen,Terband Park,29987,6-1,9
Hoofdklasse,UHC Vaassen,HC Sint-Michielsgestel,10/12/2024,Mallien,Schardam Arena,6061,2-8,3
Hoofdklasse,UHC Vaassen,Sint-Michielsgestel HC,18/12/2024,van de Klashorst,Rekken Olympic Stadium,25115,6-3,2
Hoofdklasse,UHC Vaassen,Kampong,23/12/2024,van Roijen,Mierlo Stadium,14299,4-8,7
Hoofdklasse,UHC Vaassen,UHC Hamburg,15/12/2024,Stamrood,Hoogblokland Olympic Stadium,16575,7-8,3
Hoofdklasse,UHC Vaassen,HOC Gazellen-Combinatie,11/12/2024,Koret,Anloo Park,17630,6-6,10
Hoofdklasse,UHC Vaassen,Anevelde HC,22/12/2024,Verbruggen,Meeuwen Stadium,7735,8-3,3
Hoofdklasse,UHC Vaassen,HC Gorinchem,14/12/2024,Stamrood,Mierlo Stadium,24788,4-2,0
Hoofdklasse,UHC Vaassen,Hoorn HC,27/12/2024,Amalrada,Rekken Olympic Stadium,1746,3-7,6
Hoofdklasse,UHC Vaassen,Harvestehuder THC,08/12/2024,Mallien,Sweikhuizen Olympic Stadium,26167,7-7,9
Hoofdklasse,UHC Vaassen,HC Leersum,30/12/2024,Amalrada,Mierlo Stadium,25611,5-7,1
Hoofdklasse,UHC Vaassen,Sint Kruis UHC,16/12/2024,van Dongen,Lageland Stadium,21661,3-7,4
Hoofdklasse,UHC Vaassen,UHC Rinsumageast,11/12/2024,van Roijen,Anloo Park,2306,6-8,80
Hoofdklasse,UHC Vaassen,HC Holten,01/12/2024,Verbruggen,Terband Park,3721,6-2,3
Hoofdklasse,UHC Vaassen,UHC Hazerswoude-Dorp,27/12/2024,Koret,Sweikhuizen Olympic Stadium,7118,7-3,0
Hoofdklasse,UHC Rinsumageast,Krommenie UHC,21/12/2024,Stamrood,Helenaveen Stadion,26984,4-6,8
Hoofdklasse,UHC Rinsumageast,Leutingewolde HC,01/12/2024,Amalrada,Anloo Park,7355,1-0,2
Hoofdklasse,UHC Rinsumageast,Waterloo Ducks,23/12/2024,Wooning,Rekken Olympic Stadium,27247,1-3,10
Hoofdklasse,UHC Rinsumageast,Middelstum HC,23/12/2024,Mallien,Hoogblokland Olympic Stadium,29881,6-3,1
Hoofdklasse,UHC Rinsumageast,Amsterdamsche Hockey & Bandey Club,14/12/2024,Geldens,Hoogblokland Olympic Stadium,27307,3-6,3
Hoofdklasse,UHC Rinsumageast,HC Sint-Michielsgestel,09/12/2024,Verbruggen,Wijdenes Park,260,6-8,76
Hoofdklasse,UHC Rinsumageast,Sint-Michielsgestel HC,30/12/2024,Koret,Reeuwijk Olympic Stadium,11124,6-6,10
Hoofdklasse,UHC Rinsumageast,Kampong,21/12/2024,Mallien,Helenaveen Stadion,17929,7-6,1
Hoofdklasse,UHC Rinsumageast,UHC Hamburg,30/12/2024,Wooning,Lageland Stadium,23499,5-5,4
Hoofdklasse,UHC Rinsumageast,HOC Gazellen-Combinatie,06/12/2024,Stamrood,Putte Olympic Stadium,17045,5-2,8
Hoofdklasse,UHC Rinsumageast,Anevelde HC,08/12/2024,Wooning,Angeren Stadion,20709,0-3,2
Hoofdklasse,UHC Rinsumageast,HC Gorinchem,29/12/2024,Wooning,Alteveer Olympic Stadium,1624,1-7,6
Hoofdklasse,UHC Rinsumageast,Hoorn HC,28/12/2024,van Dongen,Mierlo Stadium,28225,3-8,5
Hoofdklasse,UHC Rinsumageast,Harvestehuder THC,10/12/2024,van de Klashorst,Varsseveld Stadion,12997,0-7,0
Hoofdklasse,UHC Rinsumageast,HC Leersum,12/12/2024,Amalrada,Wijdenes Park,12974,1-2,0
Hoofdklasse,UHC Rinsumageast,Sint Kruis UHC,13/12/2024,Koret,Varsseveld Stadion,3792,8-3,3
Hoofdklasse,UHC Rinsumageast,UHC Vaassen,26/12/2024,Amalrada,Buitenkaag Stadion,29695,2-8,0
Hoofdklasse,UHC Rinsumageast,HC Holten,13/12/2024,van de Klashorst,Hoogblokland Olympic Stadium,9153,3-4,8
Hoofdklasse,UHC Rinsumageast,UHC Hazerswoude-Dorp,29/12/2024,Verbruggen,Anloo Park,12145,5-5,5
Hoofdklasse,HC Holten,Krommenie UHC,28/12/2024,Amalrada,Putte Olympic Stadium,14518,1-2,2
Hoofdklasse,HC Holten,Leutingewolde HC,18/12/2024,Amalrada,Wijdenes Park,13839,3-6,3
Hoofdklasse,HC Holten,Waterloo Ducks,12/12/2024,van Dongen,Reeuwijk Olympic Stadium,22447,3-1,16
Hoofdklasse,HC Holten,Middelstum HC,05/12/2024,Geldens,Sweikhuizen Olympic Stadium,3890,7-8,1
Hoofdklasse,HC Holten,Amsterdamsche Hockey & Bandey Club,12/12/2024,Koret,Meeuwen Stadium,8921,2-8,1
Hoofdklasse,HC Holten,HC Sint-Michielsgestel,25/12/2024,Verbruggen,Varsseveld Stadion,19486,3-6,0
Hoofdklasse,HC Holten,Sint-Michielsgestel HC,05/12/2024,Mallien,Mierlo Stadium,3597,6-6,3
Hoofdklasse,HC Holten,Kampong,19/12/2024,Wooning,Terband Park,3815,3-1,6
Hoofdklasse,HC Holten,UHC Hamburg,13/12/2024,van Roijen,Meeuwen Stadium,11457,7-5,9
Hoofdklasse,HC Holten,HOC Gazellen-Combinatie,05/12/2024,Verbruggen,Schardam Arena,16834,0-5,1
Hoofdklasse,HC Holten,Anevelde HC,09/12/2024,van de Klashorst,Rekken Olympic Stadium,28005,7-1,98
Hoofdklasse,HC Holten,HC Gorinchem,07/12/2024,van Dongen,Haule Arena,26748,6-3,3
Hoofdklasse,HC Holten,Hoorn HC,13/12/2024,Verbruggen,Lageland Stadium,22276,6-6,3
Hoofdklasse,HC Holten,Harvestehuder THC,25/12/2024,Mallien,Hoogblokland Olympic Stadium,20824,4-5,9
Hoofdklasse,HC Holten,HC Leersum,27/12/2024,Stamrood,Meeuwen Stadium,14366,8-7,10
Hoofdklasse,HC Holten,Sint Kruis UHC,25/12/2024,van de Klashorst,Angeren Stadion,26820,7-0,0
Hoofdklasse,HC Holten,UHC Vaassen,04/12/2024,Verbruggen,Sweikhuizen Olympic Stadium,123,7-0,6
Hoofdklasse,HC Holten,UHC Rinsumageast,22/12/2024,Verbruggen,Hertme Olympic Stadium,15833,8-8,10
Hoofdklasse,HC Holten,UHC Hazerswoude-Dorp,01/12/2024,Verbruggen,Haule Arena,15667,7-7,2
Hoofdklasse,UHC Hazerswoude-Dorp,Krommenie UHC,11/12/2024,Wooning,Haule Arena,14948,1-1,7
Hoofdklasse,UHC Hazerswoude-Dorp,Leutingewolde HC,04/12/2024,Geldens,Gelselaar Park,29479,2-3,3
Hoofdklasse,UHC Hazerswoude-Dorp,Waterloo Ducks,24/12/2024,Koret,Haule Arena,6841,8-6,2
Hoofdklasse,UHC Hazerswoude-Dorp,Middelstum HC,16/12/2024,Stamrood,Sweikhuizen Olympic Stadium,21082,7-7,5
Hoofdklasse,UHC Hazerswoude-Dorp,Amsterdamsche Hockey & Bandey Club,27/12/2024,van Dongen,Anloo Park,5575,4-4,3
Hoofdklasse,UHC Hazerswoude-Dorp,HC Sint-Michielsgestel,29/12/2024,van Dongen,Sweikhuizen Olympic Stadium,29945,7-3,3
Hoofdklasse,UHC Hazerswoude-Dorp,Sint-Michielsgestel HC,28/12/2024,van de Klashorst,Reeuwijk Olympic Stadium,950,8-7,2
Hoofdklasse,UHC Hazerswoude-Dorp,Kampong,20/12/2024,Amalrada,Angeren Stadion,8087,5-7,28
Hoofdklasse,UHC Hazerswoude-Dorp,UHC Hamburg,03/12/2024,Koret,Angeren Stadion,15758,5-1,2
Hoofdklasse,UHC Hazerswoude-Dorp,HOC Gazellen-Combinatie,25/12/2024,Verbruggen,Meeuwen Stadium,13366,5-1,9
Hoofdklasse,UHC Hazerswoude-Dorp,Anevelde HC,14/12/2024,Mallien,Terband Park,9146,6-6,10
Hoofdklasse,UHC Hazerswoude-Dorp,HC Gorinchem,22/12/2024,Wooning,Putte Olympic Stadium,8384,0-8,1
Hoofdklasse,UHC Hazerswoude-Dorp,Hoorn HC,08/12/2024,Verbruggen,Rekken Olympic Stadium,7011,1-3,2
Hoofdklasse,UHC Hazerswoude-Dorp,Harvestehuder THC,16/12/2024,van de Klashorst,Putte Olympic Stadium,15320,7-1,5
Hoofdklasse,UHC Hazerswoude-Dorp,HC Leersum,05/12/2024,Verbruggen,Wijdenes Park,11457,6-8,1
Hoofdklasse,UHC Hazerswoude-Dorp,Sint Kruis UHC,08/12/2024,Stamrood,Haule Arena,12142,2-1,55
Hoofdklasse,UHC Hazerswoude-Dorp,UHC Vaassen,29/12/2024,Amalrada,Mierlo Stadium,468,5-1,3
Hoofdklasse,UHC Hazerswoude-Dorp,UHC Rinsumageast,18/12/2024,Wooning,Hoogblokland Olympic Stadium,15930,1-0,2
Hoofdklasse,UHC Hazerswoude-Dorp,HC Holten,08/12/2024,Geldens,Alteveer Olympic Stadium,5920,7-5,8
